name,store_id,category,address,tel,options,amenity,broadcast,business_hours,menu,mapx,mapy
8,900원; 참치 그린 키토매운맛1단계인기
와사비 마요 제공) 담백한 참치와 알싸~한 청양고추는 환상의 콤비! 매콤한 참치 그린 키토!
8,900원; 반반 연어/소바인기N
*연어 와사비간장, 소바소스 두가지 소스 모두 나갑니다. 반반 메뉴 출시) 인기 메뉴 두 가지 맛을 한 번에 즐길 수 있는 반반 메뉴 * 반반 메뉴의 경우 오이 대신 양상추가 불가능 합니다(참고 부탁드릴께요)
13,500원; 닭가슴살 크래미 그린 키토인기대표
닭가슴살과 각종 채소들로만 조합한 담백하고 운동 매니아 분들도 즐겁게 먹을 수 있는 샐러드 그린 키토 !
9,900원; 연어 후토마키인기대표
와사비 간장 제공) 매일 직접 손질하는 생연어와 속재료를 꽉 채운 후토루의 대표 메뉴!
15,900원; 연어 후토마키인기대표
와사비 간장 제공) 매일 직접 손질하는 생연어와 속재료를 꽉 채운 후토루의 대표 메뉴!
15,900원; 통 소시지 후토마키대표
스리라차 소스 제공) 통 소시지와 신선한 야채들의 조화로 든든하면서도 깔끔한 맛을 자랑하는 통 소시지 후토마키!
8,900원; 지단 후토마키매운맛1단계대표
부드러운 지단과 매콤한 어묵이 잘 어우러져 환상의 맛을 내는 인기 메뉴 지단 후토마키 !
8,900원; 닭가슴살 크래미 그린 키토인기대표
닭가슴살과 각종 채소들로만 조합한 담백하고 운동 매니아 분들도 즐겁게 먹을 수 있는 샐러드 그린 키토 !
9,900원; 연어 후토마키인기대표
와사비 간장 제공) 매일 직접 손질하는 생연어와 속재료를 꽉 채운 후토루의 대표 메뉴!
15,900원; 소바 후토마키인기
소바 소스 제공) 칼로리도 낮고! 건강도 챙기고! 맛까지 챙겨버린 욕심쟁이 소바 후토마키!
8,900원; 반반 연어/소바인기N
*연어 와사비간장, 소바소스 두가지 소스 모두 나갑니다. 반반 메뉴 출시) 인기 메뉴 두 가지 맛을 한 번에 즐길 수 있는 반반 메뉴 * 반반 메뉴의 경우 오이 대신 양상추가 불가능 합니다(참고 부탁드릴께요)
13,500원; 참치 후토마키매운맛1단계
와사비 마요 제공) 담백한 참치와 알싸~한 청양고추는 환상의 콤비! 매콤한 참치 후토마키!
8,900원; 닭가슴살 크래미 후토마키
닭가슴살과 각종 채소들로만 조합한 담백하고 운동 매니아 분들도 즐겁게 먹을 수 있는 후토마키 !
8,900원; 통 소시지 후토마키대표
스리라차 소스 제공) 통 소시지와 신선한 야채들의 조화로 든든하면서도 깔끔한 맛을 자랑하는 통 소시지 후토마키!
8,900원; 지단 후토마키매운맛1단계대표
부드러운 지단과 매콤한 어묵이 잘 어우러져 환상의 맛을 내는 인기 메뉴 지단 후토마키 !
8,900원; 연어 그린 키토
와사비 간장 제공) 매일 직접 손질하는 생연어와 속재료를 꽉 채운 후토루의 대표 메뉴!
15,900원; 참치 그린 키토매운맛1단계인기
와사비 마요 제공) 담백한 참치와 알싸~한 청양고추는 환상의 콤비! 매콤한 참치 그린 키토!
8,900원; 닭가슴살 크래미 그린 키토인기대표
닭가슴살과 각종 채소들로만 조합한 담백하고 운동 매니아 분들도 즐겁게 먹을 수 있는 샐러드 그린 키토 !
9,900원; 통 소시지 그린 키토
스리라차 소스 제공) 통 소시지와 신선한 야채들의 조화로 든든하면서도 깔끔한 맛을 자랑하는 통 소시지 그린 키토!
9,900원; 텐더 그린 키토
칠리 마요 제공) 남녀노소 좋아할 통살 치킨이 들어간 텐더 그린 키토!
9,900원; 소바후토마키 콤보
소바후토마키 반줄 + 닭강정 반
11,900원; 소바후토마키 세트매운맛1단계
소바후토마키 반줄 + 떡볶이
10,900원; 연어후토마키 콤보
연어후토마키 반줄 + 닭강정 반
13,900원; 연어후토마키 세트매운맛1단계
연어후토마키 반줄 + 떡볶이
13,900원; 양념 닭강정N
다들 아는 그 맛, 그러나 아는 맛이 가장 무섭다!
9,900원; 국물 떡볶이매운맛1단계
분식계의 1등! 후토마키와 잘 어울리는 국물 떡볶이 [치즈 추가 2000원]
8,900원; 치즈 돈까스
10,900원; 후토루크림파스타매운맛1단계
11,900원; 사이다
2,500원; 제로콜라
2,500원; 코카콜라
2,500원",127.0546329,37.5044313
L7강남 플로팅,1002390145,뷔페,서울 강남구 테헤란로 415 10층,0507-1302-1041,,"예약, 단체 이용 가능, 주차, 남/녀 화장실 구분",,"월
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임; 화
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임; 수
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임; 목
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임; 금
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임; 토
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 17:30 브레이크타임; 일
06:30 - 21:30
10:00 - 11:30 브레이크타임
14:30 - 17:30 브레이크타임","중식 세미뷔페 (성인)(주중)
42,800원; 중식 세미뷔페 (소인)(주중)
29,000원; 중식 뷔페 (성인)(주말/공휴일)
52,000원; 중식 뷔페 (소인)(주말/공휴일)
33,000원; 주중/공휴일 석식 세미뷔페 (성인)
52,000원; 주중/공휴일 석식 세미뷔페 (어린이)
33,000원; 조식 세미뷔페 (성인)
30,000원; 조식 세미뷔페 (어린이)
21,000원",127.0515416,37.5057886
조선 팰리스 콘스탄스,1182221635,뷔페,서울 강남구 테헤란로 231 24F 콘스탄스,02-727-7690,,"단체 이용 가능, 예약, 남/녀 화장실 구분, 무선 인터넷, 주차, 발렛파킹",,"월
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 17:30 브레이크타임; 화
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 17:30 브레이크타임; 수
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 17:30 브레이크타임; 목
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 17:30 브레이크타임; 금
07:00 - 22:00
10:00 - 12:00 브레이크타임
14:30 - 17:30 브레이크타임
19:20 - 19:50 브레이크타임; 토
07:00 - 22:00
10:00 - 11:30 브레이크타임
13:20 - 13:50 브레이크타임
15:40 - 17:30 브레이크타임
19:20 - 19:50 브레이크타임; 일
07:00 - 22:00
10:00 - 11:30 브레이크타임
13:20 - 13:50 브레이크타임
15:40 - 17:30 브레이크타임
19:20 - 19:50 브레이크타임","BREAKFAST
어린이 : 35,000원
70,000원; LUNCH (주중)
어린이 : 80,000원
160,000원; LUNCH (주말&공휴일)
어린이 93,000원
185,000원; DINNER (매일)
어린이 93,000원
185,000원",127.0413077,37.5028306
신라스테이 삼성 카페,1189939821,뷔페,서울 강남구 영동대로 506 신라스테이 삼성 20층,02-2175-9107,식약처 인증 위생등급 매우우수 음식점,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 주차",,"월
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 화
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 수
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 목
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 금
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 토
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 일
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임","주중 디너 뷔페 (성인)
대표
- 대표 메뉴 : LA 갈비, 대게, 부채살 스테이크, 연어회 - 생맥주 무제한 제공
53,000원; 주말 디너 뷔페 (성인)
대표
- 대표 메뉴 : LA 갈비, 대게, 부채살 스테이크, 4종 초밥 - 생맥주 무제한 제공
61,000원; 주말 런치 뷔페 (성인)
대표
- 대표 메뉴 : LA 갈비, 대게, 부채살 스테이크, 4종 초밥 - 생맥주 무제한 제공
61,000원; 주중 브런치 뷔페 (성인)
대표
- 대표 메뉴 : 부채살 스테이크, 3종 초밥, 탕수육, 류산슬 - 생맥주 무제한 제공
43,000원; 주중 브런치 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
21,000원; 주중 디너 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
28,000원; 주말 런치 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
32,000원; 주말 디너 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
32,000원",127.0631771,37.509905
AC 호텔 바이 메리어트 서울 강남 AC 키친,1862165937,뷔페,서울 강남구 테헤란로25길 10 AC 호텔 바이 메리어트 서울 강남 2층,02-2050-6034,,"단체 이용 가능, 발렛파킹, 예약, 무선 인터넷, 유아시설 (놀이방), 남/녀 화장실 구분, 장애인 편의시설, 포장, 주차",,"월
07:00 - 21:00
10:00 - 11:30 브레이크타임
14:00 - 18:00 브레이크타임; 화
07:00 - 21:00
10:00 - 11:30 브레이크타임
14:00 - 18:00 브레이크타임; 수
07:00 - 21:00
10:00 - 11:30 브레이크타임
14:00 - 18:00 브레이크타임; 목
07:00 - 21:00
10:00 - 11:30 브레이크타임
14:00 - 18:00 브레이크타임; 금
07:00 - 21:00
10:00 - 11:30 브레이크타임
14:00 - 18:00 브레이크타임; 토
07:00 - 21:00
10:00 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 일
07:00 - 21:00
10:00 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임","무제한 랍스터 & 시푸드 뷔페
대표
무제한으로 제공되는 바다 풍미 가득한 랍스터, 새우 등 AC 산해 진미를 경험해 보세요!
139,000원; 주중런치 프라임스테이크&시푸드 뷔페
대표
최고 등급의 프라임 스테이크 뿐만 아니라 풍성한 시푸드 뷔페까지 모두 즐겨 보세요.
75,000원; AC 시그니처 케이크
대표
AC 키친 베이커리 팀이 만든 시즌 별 케이크를 만나보세요.
60,000~120,000원; AC 파티 투 고
홈 파티, 피크닉 등 셰프의 고품격 세트 메뉴를 손 쉽고 간편하게 준비해 보세요!
360,000원; AC 폭립 투 고
AC 키친 셰프의 손맛이 가득한 고품격 폭립 세트 메뉴가 여러분을 찾아갑니다!
280,000원",127.0354031,37.5013002
그랑뉴브,1064450010,뷔페,서울 강남구 선릉로85길 6 호텔뉴브 3층 그랑뉴브 레스토랑,0507-1473-5054,,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차, 발렛파킹",,"월
07:30 - 14:30
09:30 - 11:30 브레이크타임
14:00 라스트오더; 화
07:30 - 14:30
09:30 - 11:30 브레이크타임
14:00 라스트오더; 수
07:30 - 14:30
09:30 - 11:30 브레이크타임
14:00 라스트오더; 목
07:30 - 14:30
09:30 - 11:30 브레이크타임
14:00 라스트오더; 금
07:30 - 14:30
09:30 - 11:30 브레이크타임
14:00 라스트오더; 토
07:30 - 14:30
09:30 - 11:30 브레이크타임
14:00 라스트오더; 일
정기휴무 (매주 일요일)","중식 성인(주중)
대표
중식 성인(주중)월요일~금요일
29,000원; 중식 어린이(주중)월~금
대표
어린이 : 38개월 ~ 초등학생까지
15,000원; 중식 성인(주말)
대표
중식 성인(토요일,공휴일)
35,000원; 중식 어린이 (토요일,공휴일)
대표
어린이 : 38개월 ~ 초등학생까지
19,000원; 조식 성인
대표
22,000원; 조식 소인
소인 : 37개월 이상 ~ 13세 이하 (초등학생) *37개월 이하 무료
14,000원",127.0491231,37.5030383
신라스테이 역삼 카페,37402198,뷔페,서울 강남구 언주로 517 신라스테이 역삼 3F,02-2054-9107,식약처 인증 위생등급 매우우수 음식점,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",,"월
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 화
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 수
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 목
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 금
06:30 - 21:30
09:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 토
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 일
07:00 - 21:30
10:00 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임","주중 브런치 뷔페 (성인)
33,000원; 주중 브런치 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
17,000원; 주중 디너 뷔페 (성인)
44,000원; 주중 디너 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
29,000원; 주말 런치,디너 뷔페 (성인)
55,000원; 주말 런치.디너 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
30,000원; Whisky
Whisky 1Glass (55%DC)
4,000~6,500원; Wine
Wine 1BTL (55%DC)
16,500~185,000원; 주중/주말 조식 뷔페 (성인)
28,000원; 주중/주말 조식 뷔페 (어린이)
*어린이: 37개월 이상~13세 이하
15,000원",127.0412654,37.5050432
그랜드 인터컨티넨탈 서울 파르나스 그랜드 키친,34584853,뷔페,서울 강남구 테헤란로 521 그랜드 인터컨티넨탈 서울 파르나스 1층,02-559-7575,,"단체 이용 가능, 남/녀 화장실 구분, 예약, 주차, 발렛파킹",,"월
06:30 - 21:30
10:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 화
06:30 - 21:30
10:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 수
06:30 - 21:30
10:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 목
06:30 - 21:30
10:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 금
06:30 - 21:30
10:30 - 12:00 브레이크타임
14:30 - 18:00 브레이크타임; 토
06:30 - 22:00
10:30 - 11:30 브레이크타임
13:30 - 13:50 브레이크타임
15:50 - 17:20 브레이크타임
19:20 - 20:00 브레이크타임; 일
06:30 - 21:30
10:30 - 11:30 브레이크타임
13:30 - 13:50 브레이크타임
15:50 - 18:00 브레이크타임","아침(성인)
70,000원; 아침(어린이)
35,000원; 주중-점심(성인)
155,000원; 주중-점심(어린이)
77,500원; 주중-저녁(성인)
180,000원; 주중-저녁(어린이)
90,000원; 성인 주말 (점심&저녁)
180,000원; 어린이 주말 (점심&저녁)
90,000원",127.0608688,37.509545
노보텔 앰배서더 서울 강남 더스퀘어,11717509,뷔페,서울 강남구 봉은사로 130 2층,02-531-6618,,"예약, 단체 이용 가능, 주차, 발렛파킹, 무선 인터넷",,"월
06:30 - 21:00; 화
06:30 - 21:00; 수
06:30 - 21:00; 목
06:30 - 21:00; 금
06:30 - 21:00; 토
06:30 - 21:00; 일
06:30 - 21:00","조식(주중/주말, 성인) 변동
55,000원; 조식(주중/주말, 소인) 변동
35,000원; 주중 점심(성인) 변동
110,000원; 주중 점심(소인) 변동
58,000원; 주중 저녁(성인) 변동
125,000원; 주중 저녁(성인) + 무제한 와인
무제한 와인 3종(레드/화이트/스파클링)
125,000원; 주중 저녁(소인) 변동
66,000원; 주말/공휴일(성인) 변동
147,000원; 주말/공휴일(성인) + 무제한 와인
무제한 와인 3종(레드/화이트/스파클링)
150,000원; 주말/공휴일 (소인) 변동
78,000원",127.0290189,37.5053622
군선생 강남점,1995535348,생선구이,서울 서초구 강남대로55길 24 풍림아이원매직 지하1층,02-587-1676,,"단체 이용 가능, 주차, 포장, 남/녀 화장실 구분, 무선 인터넷",,"월
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더; 화
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더; 수
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더; 목
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더; 금
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더; 토
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더; 일
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:20, 20:20 라스트오더","임연수구이
대표
해풍에 건조시켜 쫄깃한 맛과 아미노산, 비타민이 풍부한 임연수구이
14,000원; 화덕연어구이
대표
신선한 연어를 화덕에 구워 더 맛있고 고소한 생선구이
16,000원; 화덕 고등어구이
고소한 기름기가 일품인 생선구이의 대표 화덕 고등어구이
14,000원; 삼치구이
화덕에 구워 촉촉하고 지방이 적어 담백하고 맛있는 삼치구이
14,000원; 군산 박대구이
해풍에 건조시켜 쫄깃하고 칼슘과 철분이 풍부한 박대구이
18,000원; 불쭈꾸미
쫄깃쫄깃 피부에좋은 타우린 영양분이 풍부한 쭈꾸미의 매콤한 맛
15,000원; 치즈떡구이
떡속에 부드러운 치즈가 쭈욱~ 달콤한 소스에 찍어먹는 디저트 메뉴
5,000원; 녹두전
7,000원; 갈치구이
18,000원; 고추장 제육
15,000원; 프리미엄 모듬구이
55,000원; 쭈꾸미 모듬생선 세트
58,000원; 조기구이
14,000원; 고등어조림
40,000원; 베이직 모듬구이
43,000원; 특갈치조림
40,000원",127.0255713,37.4956799
신화생선구이,18772265,생선구이,서울 서초구 반포대로30길 44-3,02-582-0992,,,,일요일 휴무,"가자미구이
10,000원; 갈치구이
10,000원; 삼치구이
11,000원; 고등어구이
10,000원; 이면수구이
10,000원; 뽈락구이
10,000원",127.0110786,37.4921459
온밥,1104637533,생선구이,서울 강남구 테헤란로84길 26 2층,0507-1391-6463,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",,"월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 토
11:00 - 21:00
20:30 라스트오더; 일
11:00 - 21:00
20:30 라스트오더","고등어구이
대표
노르웨이산 큰고등어 한마리가 저염방식으로 염제하여 고소하고 담백한 생선구이
13,000원; 삼치구이
대표
국내산 큰 삼치로 저염방식으로 염제하고 한번 먹으면 잊을 수 없는 맛의 생선구이
15,000원; 묵은지고등어조림
대표
고랭지 묵은지와 노르웨이산 고등어로 만들어낸 묵은지고등어조림
14,000원; 알탕
신선한 명태알과 곤이로 만들어낸 1인용 알탕 특제양념장으로 시원한맛을 만들었습니다.
13,000원; 동태탕
동태와 바지락,만득이로 만들어낸 시원함의 동태탕, 해장용으로 딱입니다.
11,000원; 순두부찌개
부드러운 국내산 순두부로 담백하고 시원한 맛을 전해드립니다.
9,000원; 시골된장찌개
구수한 된장육수로 버섯과 우렁으로 어머니가 만들어주신 된장찌개
10,000원; 참치김치찌개
국내산 고랭지김치를 사용하여 참치찌개의 깊은 맛을 더했습니다.
9,000원; 돼지불고기백반
매콤한 양념과 고소한 돼지고기 그리고 마지막 청양고추 토핑. 말해 뭐해?
10,000원; 고묵이
고등어구이 +묵은지 고등어
26,000원; 고알이
고등어 구이 + 알탕
25,000원; 고동이
고등어구이 + 동태탕
23,000원; 고순이
고등어구이 + 순두부찌개
21,000원; 고된이
고등어 구이 + 시골된장찌개
22,000원; 삼묵이
삼치구이 + 묵은지 고등어
28,000원; 삼알이
삼치구이 + 알탕
27,000원; 삼동이
삼치구이 + 동태탕
25,000원; 삼순이
삼치구이 + 순두부찌개
23,000원; 삼된이
삼치구이 + 시골된장찌개
24,000원; 명란구이
깔끔한 안주를 원한다면 강력추천 명란젓에 버터로 구워 더욱 맛을 극대화 했습니다.
14,000원; 반건조 오징어
배가 부르다면 담백하고 부드러운 반건조 오징어 강력추천
13,000원; 먹태
동해안 바람으로 말려서 더욱 먹음직스러운 먹태 한마리
15,000원",127.0589674,37.5054696
재희키친,1358762999,생선구이,서울 강남구 영동대로114길 9 2층,02-3443-7577,,"포장, 배달, 무선 인터넷, 단체 이용 가능, 예약",,"월
11:00 - 21:40
14:00 - 17:00 브레이크타임
13:00, 20:40 라스트오더; 화
11:00 - 21:40
14:00 - 17:00 브레이크타임
13:00, 20:40 라스트오더; 수
11:00 - 21:40
14:00 - 17:00 브레이크타임
13:00, 20:40 라스트오더; 목
11:00 - 21:40
14:00 - 17:00 브레이크타임
13:00, 20:40 라스트오더; 금
11:00 - 21:40
14:00 - 17:00 브레이크타임
13:00, 20:40 라스트오더; 토
정기휴무 (매주 토요일); 일
정기휴무 (매주 일요일)","고등어구이
대표
15,000원; 알탕
대표
23,000원; 연어사시미
38,000원; 계절막회(대)
55,000원; 계절막회(소)
38,000원; 고등어정식
10,000원; 갈치정식
16,000원; 연어정식
16,000원; 메로정식
18,000원; 알탕정식
15,000원; 숙주고기우동
12,000원; 메로구이
28,000원; 임연수구이
23,000원; 생연어사시미
38,000원; 돼지고기생강조림
35,000원; 메로맑은탕
25,000원; 모듬오뎅나베
28,000원; 통오징어구이
25,000원; 구운주먹밥
5,000원; 연어머리조림
30,000원",127.0607732,37.5154977
동어동락 삼성본점,1606942616,생선회,서울 강남구 삼성로96길 7 동어동락 삼성본점,0507-1496-5593,,"배달, 포장, 무선 인터넷, 예약, 간편결제, 주차, 발렛파킹",,"월
16:00 - 02:00
01:00 라스트오더; 화
16:00 - 02:00
01:00 라스트오더; 수
16:00 - 02:00
01:00 라스트오더; 목
16:00 - 02:00
01:00 라스트오더; 금
16:00 - 02:00
01:00 라스트오더; 토
16:00 - 02:00
01:00 라스트오더; 일
16:00 - 02:00
01:00 라스트오더","활!고등어회+특제양념장+초대리밥
대표
살아있는 활고등어를 서울에서!? 특제양념장과 초대리밥과 함께 드셔보세요!
45,000원; 단새우+우니 세트
대표
단새우+최고급우니+감태+연어알 출시! 매일 공급받는 신선한 재료로 드립니다
59,000원; 생새우 소금구이(9~10월 제철)
대표
팔딱팔딱 살아있는 생새우 소금구이 머리는 버터로 튀겨드립니다!^^
42,900원; 전어회(9~10월 제철)
대표
집나간 며느리도 발길을 돌린다는 바로 그맛 가을철 전어회 판매개시!
39,900원; 전어무침(9~10월제철)
대표
새콤 달콤 매콤한 가을한정 전어무침 입니다
42,900원; 전어구이(9~10월 제철)
대표
집나간 며느리도 발길을 돌린다는 바로 그맛 가을에만 먹을수 있는 전어구이 입니다!
39,900원; 전어모듬(회+무침+구이) 9~10월
대표
새콤달콤 전어무침+ 오독오독고소한 전어회+ 고소한 전어구이를 한번에 즐기세요
85,000원; 모듬회+모듬튀김+매운탕
대표
광어+우럭+연어+계절회 모듬튀김+매운탕까지 한상에 드시는 푸짐한 모듬회세트입니다
64,000원; 모듬해산물
대표
모든해산물이 한번에!! 싱싱한 해산물이 한가득!!
54,000원; 활고등어회+(광어,우럭,연어 택1)
대표
살아있는 고등어와 다양한 회를 취향껏 골라 드시는 특제 비법 소스의 맛!
48,000원; 모듬회
광어+우럭+연어+제철회를 한번에 즐겨보세요^^
49,000원; 돌돔회
최고급 돌돔회 입니다 주문시 껍질은은 데쳐서 드립니다 매운탕은 서비스~입니다.
변동; 줄돔회+매운탕
고급어종의 줄돔회 입니다.
65,000원; 참돔회
쫄깃쫄깃하고 싱싱한 참돔회 입니다
45,000원; 광어회
kg이상의 대광어회
35,000원; 우럭회
600g이상의 큰 우럭회
35,000원; 생연어회
직접 숙성시킨 비린내 없는 연어회
32,000원; 전복회
오독독 오도독 식감의 싱싱한 전복회(4피스) 입니다.
30,000원; 아나고세꼬시
맛을 아시는분만 드시는 아나고세꼬시입니다
32,000원; 전복버터구이
5개의 싱싱한 전복을 버터로 구워드리는 고소한 술한주입니다
35,000원; 모듬튀김
오징어+새우+미니꽃게의 환상의 조합 바삭바삭한 일식튀김입니다
25,000원; 미니꽃게튀김
술안주로 찰떡인 베이비크랩 튀김
22,000원; 해물라면
각종 해산물이 들어간 매콤 해물라면입니다
10,000원; 대방어회+매운탕서비스(10~2월제철)
8kg~12kg이상의 대방어만을 사용합니다 묵은지 김을 싸서 기름장에 찍어드세요^^
65,000원; 석화+꼬막
석화 와 꼬막을 동시에 즐겨보세요! 비법소스에 찍어드시면 아주 맛있습니다^^
34,900원; 석화찜
씨알이 아주 큰 석화찜으로 몸보신 하세요~! 양이 어마어마합니다!
33,900원; 석화
바다의 우유! 날씨가 추워질땐 싱싱한 석화! 스테미너 보충! 피로회복! 피부미백에 도움!
29,900원; 벌교꼬막
겨울엔 꼬막을 드셔야죠!? 벌교 꼬막이 한가득 매콤한 비법 꼬막장에 찍어드세요^^
29,900원; 대방어회+참돔회
겨울 제철인 대방어회와 참돔을 동시에 즐겨보세요^^
75,000원; 도다리세꼬시
봄의 제철인 도다리 세꼬시!! 씹는 맛이 일품입니다
40,000원; 도다리세꼬시+참돔
오도독 도다리세꼬시+고급참돔회
70,000원; 도다리회
봄의 제철인 도다리회! 쫄깃한 식감이 일품입니다
43,000원; 고등어회+도다리회
쫄깃쫄깃 도다리와 싱싱한 고등어의 만남~ 초들이밥과 특제 양념장까지!
70,000원; 활어물회
푸짐한 활어가 한가득 들어간 매콤새콤달콤 활어물회 입니다.
40,000원; 모듬물회
활어+개불+멍게+해삼 직접숙성시킨 새콤달콤매콤 물회
50,000원; 특모듬물회+모듬튀김
활어+산낙지+전복+개불+해삼 +멍게+모듬튀김의 3~4인분 특모듬물회입니다
75,000원; 농어회
여름의 제철 생선! 농어회! 여름보양식 농어회 판매시작!
45,000원; 활고등어회+농어회
여름의 제철회 농어회 와 싱싱한 활고등어회의 조합!!(여름한정판매)
75,000원",127.056447,37.5088156
이춘복참치&스시 강남점,37927728,생선회,서울 서초구 강남대로61길 13,0507-1390-4558,,"포장, 남/녀 화장실 구분, 단체 이용 가능, 예약, 무선 인터넷",,"월
11:00 - 24:00
14:30 - 16:30 브레이크타임; 화
11:00 - 24:00
14:30 - 16:30 브레이크타임; 수
11:00 - 24:00
14:30 - 16:30 브레이크타임; 목
11:00 - 24:00
14:30 - 16:30 브레이크타임; 금
11:00 - 24:00
14:30 - 16:30 브레이크타임; 토
11:00 - 24:00
14:30 - 16:30 브레이크타임; 일
11:00 - 23:00
14:30 - 16:30 브레이크타임","실장추천참치
대표
42,000원; 점심메뉴) 특정식
대표
26,000원; 참치스페셜
34,000원; 일품참치
55,000원; 혼마구로
80,000원; 혼마구로플러스
100,000원; 모둠사시미
80,000원; 점심메뉴) 일반정식
19,000원; 점심메뉴) 혼마구로정식
35,000원; 일반초밥
15,000원; 특초밥
20,000원; 흰살초밥
20,000원; 일품초밥
30,000원; 오도로초밥(10pcs)
35,000원; 연어초밥 (10pcs)
20,000원; 연어 초밥 (6pcs)
12,000원; 광어초밥 (6pcs)
14,000원; 오도로 초밥 (1pcs)
5,000원; 점심메뉴) 회덮밥
12,000원; 점심메뉴) 히레까스
10,000원; 점심메뉴) 히레가츠동
10,000원; 점심메뉴) 히레까스 카레덮밥
11,000원; 점심메뉴) 나가사키 짬뽕
10,000원; 점심메뉴) 카라이 짬뽕
10,000원; 점심메뉴) 우동
9,000원; 점심메뉴) 냉모밀(하절기메뉴)
10,000원",127.0255266,37.4989675
